text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
"భారీ ట్రాఫిక్ కారణంగా పెరుగుతున్న వాయు కాలుష్యాన్ని తగ్గించడానికి, ప్రజా రవాణా వ్యవస్థను ఉపయోగించమని ప్రభుత్వాలు ప్రోత్సహిస్తున్నాయి",0,0,0,0,0,0
"అందం యొక్క ప్రమాణాలను మీడియా నిర్దేశించడం వల్ల, ఆ ప్రమాణాలకు సరిపోని స్త్రీ, పురుషులిద్దరూ తీవ్రమైన ఆత్మన్యూనతతో బాధపడుతున్నారు",1,0,0,0,0,0
ఈ ఫుట్‌బాల్ మ్యాచ్ లో కొత్తగా చేరిన ఆటగాడు తన నైపుణ్యంతో జట్టుకు విజయాన్ని అందించాడు,1,1,0,0,0,0
"కేవలం వేరే మతాన్ని విశ్వసించినందుకు, ప్రజలను దేశద్రోహులుగా, శత్రువులుగా చూడటం మత అసహనం యొక్క తీవ్ర రూపం",0,1,1,1,0,0
"'గ్రీన్‌వాషింగ్' అనేది, కంపెనీలు పర్యావరణ పరిరక్షణ కంటే, తాము పర్యావరణ హితైషులమని ప్రచారం చేసుకోవడానికే ఎక్కువ ఖర్చు చేసే ఒక మోసపూరిత వ్యూహం",1,0,0,0,0,0
"భారతదేశంలోని దళితులు, అమెరికాలోని నల్లజాతి ప్రజలు వంటి అణగారిన వర్గాలు, న్యాయవ్యవస్థలో వ్యవస్థీకృత పక్షపాతాన్ని, అధిక శిక్షలను ఎదుర్కొంటున్నారు",1,0,0,0,1,0
వృద్ధుల హక్కులను పట్టించుకోవడం లేదు #ఆస్పద.,1,0,0,0,0,0
క్రీడాకారులు తమ ఆరోగ్యానికి మరియు ఫిట్‌నెస్ కు చాలా ప్రాధాన్యత ఇస్తారు,0,1,0,0,0,1
"నాణ్యమైన విద్య ధనవంతులకే పరిమితమై, పేద, అణగారిన వర్గాల పిల్లలకు అందని ద్రాక్షగా మిగిలిపోతోంది",0,0,0,0,1,0
"తమ దేశంలో ప్రజాస్వామ్యం గురించి గొప్పగా చెప్పే నాయకులే, ఇతర దేశాలలోని నియంతృత్వ పాలకులకు ఆయుధాలు అమ్ముతూ ద్వంద్వ నీతిని ప్రదర్శిస్తారు",0,1,0,0,0,0
"ఈ అజ్ఞేయ వ్యక్తి ఏ మతంలోనూ విశ్వాసం కలిగి ఉండడు, ఒకవేళ విశ్వాసం కలిగి ఉంటే, ఖురాన్‌ను విస్మరించే ధైర్యం కలిగి ఉండడు. ఖురాన్ ప్రకారం, దేవుని భూమిపై దేవుని మతాన్ని స్థాపించడం ప్రతి విశ్వాసుల బాధ్యత.",1,1,0,0,0,1
"లాఫేర్' అనేది, కార్యకర్తలు, జర్నలిస్టులను నిశ్శబ్దం చేయడానికి, వారిపై తప్పుడు కేసులు బనాయించి, న్యాయవ్యవస్థను ఒక ఆయుధంగా ఉపయోగించడం",1,0,0,0,0,1
"విడాకులు తీసుకున్న పురుషుడు తరచుగా సామాజిక నిందలను ఎదుర్కోవాల్సి వస్తుంది, సంబంధం విఫలమవ్వడానికి అతడే కారణమని ముద్ర వేస్తారు",1,1,0,0,0,0
"రువాండాలో, 1994లో జరిగిన మారణహోమం యొక్క గాయాలు ఇంకా మానలేదు, జాతిపరమైన ఉద్రిక్తతలు ఇప్పటికీ నివురుగప్పిన నిప్పులా ఉన్నాయి",0,1,0,0,0,0
"కొన్ని సంస్కృతులలో, మానసిక ఆరోగ్య సమస్యలను వ్యక్తిగత బలహీనతగా చూడటం, అవసరమైన సహాయం తీసుకోకుండా నిరుత్సాహపరుస్తుంది",0,1,0,0,0,1
"ప్రభుత్వాలు తమ విధానాల వల్ల కలిగే నష్టాలను దాచిపెట్టి, కేవలం విజయాలను మాత్రమే ప్రచారం చేస్తూ ప్రజలను మోసం చేస్తున్నాయి",1,0,0,0,0,1
"కొన్ని జాతుల వారి సంస్కృతిని వ్యాపార వస్తువుగా మార్చి, వారి అనుమతి లేకుండా లాభం పొందడం నైతికంగా తప్పు",0,0,0,0,1,1
నేటి సమాజంలో ప్రజా వనరులు కొద్దిమంది చేతుల్లోనే కేంద్రీకృతమవుతున్నాయి సామాజిక న్యాయం కేవలం కాగితాలపైనే ఉంది.,0,0,0,0,0,0
రాజకీయ చర్చలు ప్రజలకు సరైన సమాచారం ఇవ్వడం ద్వారా స్వతంత్ర నిర్ణయానికి తోడ్పడతాయి,0,0,0,0,0,0
"కార్యాలయాల్లో పురుషులు కూడా కొన్నిసార్లు లింగ వివక్షకు గురవుతున్నారు, ముఖ్యంగా సంప్రదాయేతర వృత్తులను ఎంచుకున్నప్పుడు అవహేళనకు గురవుతారు",1,1,0,0,0,0
"పేద దేశాల సహజ వనరులను బహుళజాతి సంస్థలు దోచుకుంటుంటే, అక్కడి ప్రభుత్వాలు అవినీతికి పాల్పడి వారికి సహకరిస్తున్నాయి",0,1,0,0,0,0
"మతం పేరుతో జరిగే ఉగ్రవాద చర్యల వల్ల, ఆ మతానికి చెందిన అమాయక ప్రజలందరినీ అనుమానంగా చూసే పరిస్థితి ప్రపంచవ్యాప్తంగా నెలకొంది",1,1,0,0,0,0
సైన్స్ ప్రగతి రోగాలను తగ్గించింది కానీ జీవనశైలిని కూడా ప్రభావితం చేసింది,0,0,0,0,0,0
"దేవుడి పేరుతో మనుషుల మధ్య ద్వేషాన్ని వ్యాపింపజేసే మతతత్వ శక్తులు, దేశ శాంతిభద్రతలకు పెను ప్రమాదంగా పరిణమించాయి",0,1,0,1,0,0
ఈ ఫుట్‌బాల్ మ్యాచ్ లో కొత్తగా చేరిన ఆటగాడు తన నైపుణ్యంతో జట్టుకు విజయాన్ని అందించాడు,1,1,0,0,0,0
నీటి కాలుష్యంతో పాటు గాలి కాలుష్యం కూడా పెరిగింది,0,1,0,1,0,1
"ఫేషియల్ రికగ్నిషన్ టెక్నాలజీలు, ముదురు చర్మపు రంగు ఉన్న మహిళల విషయంలో తక్కువ కచ్చితత్వంతో పనిచేస్తూ, సాంకేతిక వివక్షను చూపుతున్నాయి",0,0,0,0,1,1
ఈ పండుగ సందర్భంగా ప్రజలు తమ ఇళ్ళలో ప్రత్యేక వంటకాలు తయారు చేసుకుంటారు,1,1,0,0,0,0
సముద్రాలు ప్రపంచంలో వాతావరణ సమతుల్యతను కాపాడతాయి,0,1,0,1,0,1
"ఎవరైనా ఈ పిచ్చి వ్యక్తిని ఆపాలి, అతను జాతిపరమైన శుద్ధి కార్యక్రమాన్ని ప్రారంభించే ముందు.",1,1,0,1,0,0
ప్రజలు న్యాయం కోరుతున్నారు #ఆస్పద.,0,0,0,0,0,0
బదులుగా నిరసన చేపట్టిన వారి పట్ల చర్యలు తీస్తున్నారు విద్యా నాణ్యత తగ్గిపోతోందని.,0,0,1,0,1,0
"మానసిక ఆరోగ్య సమస్యలతో బాధపడే వారిని బలహీనులుగా, పిచ్చివారిగా ముద్ర వేయడం వల్ల, వారు సహాయం కోరడానికి వెనుకాడుతున్నారు",1,1,0,0,1,0
"భారతదేశంలోని దళితులు, అమెరికాలోని నల్లజాతి ప్రజలు వంటి అణగారిన వర్గాలు, న్యాయవ్యవస్థలో వ్యవస్థీకృత పక్షపాతాన్ని, అధిక శిక్షలను ఎదుర్కొంటున్నారు",1,0,0,0,1,0
"మహిళల స్వేచ్ఛ గురించి మాట్లాడే వారే, తమ ఇంట్లో భార్య, కూతురు, సోదరిపై కఠినమైన ఆంక్షలు విధిస్తుంటారు",0,0,0,0,0,1
"అప్పట్లో, హమాస్ దాడి వాతావరణ పరిస్థితుల వల్ల జరిగిందని భావించారు.",0,1,1,0,0,1
"గ్రీస్‌లో, ఆర్థిక సంక్షోభం తర్వాత అమలు చేసిన కఠినమైన పొదుపు చర్యలు, ప్రజల జీవన ప్రమాణాలను, సామాజిక సేవలను తీవ్రంగా దెబ్బతీశాయి",0,0,0,0,1,0
"ప్రభుత్వ నిధులను దుర్వినియోగం చేస్తూ జరిగే అవినీతి వల్ల, సామాన్య పౌరులకు అందాల్సిన విద్య, వైద్య సేవలు నాణ్యత కోల్పోతున్నాయి",0,0,0,0,1,0
స్వచ్ఛంద సేవలు తగ్గాయి నిల్వ అణచివేసారు.,0,0,0,0,0,0
"మహిళలు ఆర్థికంగా స్వతంత్రంగా ఉండటాన్ని సహించలేని కొందరు పురుషులు, వారిని మానసికంగా హింసించడం ద్వారా ఆధిపత్యం చెలాయిస్తారు",1,1,0,0,0,0
మీకు తెలుసా? ఎవాంజెలిక్ ట్రోలిటా,0,1,0,0,0,0
"వికలాంగులైన మహిళలు ఉద్యోగ ఇంటర్వ్యూలలో తమ సామర్థ్యం కంటే, తమ వైకల్యం, లింగం గురించిన పక్షపాత ప్రశ్నలను ఎదుర్కొంటారు",0,0,0,0,1,1
రాజకీయ నాయకులు ప్రజల అవసరాలను తీర్చడానికి కొత్త పథకాలను ప్రవేశపెట్టారు,1,1,0,0,1,0
ఈ సినిమా విమర్శకుల నుండి మంచి రేటింగ్ పొందింది,0,0,0,0,1,1
ప్రజాస్వామ్య దేశంలో ప్రజా వనరులు కొద్దిమంది చేతుల్లోనే కేంద్రీకృతమవుతున్నాయి.,0,0,0,0,0,0
"ఇది, మీరు ఇక్కడ ఒక స్త్రీవాద సిద్ధాంతాన్ని రూపొందిస్తున్నట్లు అనిపిస్తుంది, దీనిలో వాస్తవానికి ఎటువంటి ఆధారాలు లేవు. నేను ఎప్పుడూ ఎవరైనా ప్రత్యేకంగా మహిళలు యుద్ధానికి కారణమని చెప్పినట్లు వినలేదు, బదులుగా దీనికి వ్యతిరేకంగా విన్నాను.",1,0,0,1,0,0
"మయన్మార్‌లో రోహింగ్యాలపై జరిగిన హింస, ఒక జాతిని, మతాన్ని లక్ష్యంగా చేసుకుని సాగించిన క్రూరమైన ప్రక్షాళనకు ఒక ఉదాహరణ",1,0,0,0,0,1
"నల్లజాతికి చెందిన వికలాంగులకు, ప్రభుత్వ సహాయ పథకాలు కూడా సులభంగా అందకుండా అధికారులు అడ్డుకుంటున్నారు",0,0,0,0,0,1
ప్రజలు ఈ పండుగ సందర్భంగా ప్రత్యేక పూజలు మరియు సాంస్కృతిక కార్యక్రమాలను నిర్వహించి వేడుకలు జరుపుకుంటారు,0,1,1,0,1,0
"రాజకీయ పార్టీల మధ్య తీవ్రమైన ధ్రువణ కారణంగా, దేశ ప్రయోజనాల కంటే పార్టీ ప్రయోజనాలకే ప్రాధాన్యత ఇస్తూ, సమాజాన్ని విభజిస్తున్నారు",1,0,0,0,1,1
"పాఠశాలల్లో మతపరమైన దుస్తులు ధరించినందుకు విద్యార్థులను శిక్షించడం, వారి మత స్వేచ్ఛను హరించడమే అవుతుంది",0,0,0,0,0,1
ప్రస్తుత కాలంలో నాయకులు ప్రజల సమస్యలను పట్టించుకోవడం లేదు మత ఆధారిత రాజకీయాలు విభేదాలు సృష్టిస్తున్నాయి.,0,0,0,0,0,0
నవంబర్ 3వ తేదీన జరిగిన ఎన్నికలు దొంగిలించబడ్డాయి.,0,0,0,1,0,1
మౌలిక సదుపాయాలు లేకపోతున్నాయి ప్రభుత్వ కార్యక్రమాలు అపారదర్శకంగా ఉన్నాయి.,0,0,0,0,0,0
"తన రాజకీయ అధికారాన్ని ఉపయోగించి, ఒక నాయకుడు తన కుటుంబ సభ్యుల వ్యాపారాలకు అక్రమంగా లాభం చేకూర్చుతున్నాడు",0,0,0,0,1,0
ప్రజాస్వామ్య దేశంలో విద్యావ్యవస్థలో అసమానతలు పెరుగుతున్నాయి అవినీతి పెరుగుతూ ప్రజల విశ్వాసం కోల్పోతోంది.,0,0,0,1,0,0
నేల కాలుష్యం కారణంగా వ్యవసాయ ఉత్పత్తులు ప్రభావితం అవుతున్నాయి,1,0,0,0,0,1
భారతదేశం మరియు సబ్-సహారా ఆఫ్రికాలో డిజిటల్ డివైడ్ కారణంగా గ్రామీణ విద్యార్థులు ఆన్‌లైన్ విద్య పొందలేకపోతున్నారు,0,0,0,0,0,1
"మత గ్రంథాల ఆధారంగా శాస్త్రీయ సిద్ధాంతాలను పాఠశాలల్లో బోధించాలని డిమాండ్ చేయడం, విద్యావ్యవస్థ యొక్క లౌకిక స్వభావాన్ని దెబ్బతీస్తుంది",0,0,0,1,1,0
వాతావరణ దళ వర్గం రాబోతోంది.,1,1,0,0,0,1
"జాతి ఆధారంగా కొన్ని ప్రాంతాలను వేరుచేసి, అక్కడ నివసించే వారికి కనీస సౌకర్యాలు కల్పించకపోవడం తీవ్రమైన వివక్ష",0,0,0,1,1,0
"భారతదేశం, అమెరికా మరియు యూరోప్ లో మెడికల్ ట్రయల్స్ లో  వివక్ష, కొన్ని సమూహాలకు సరైన వైద్య సేవలు అందడం కష్టతరం",1,1,0,0,0,0
"లాఫేర్' అనేది, కార్యకర్తలు, జర్నలిస్టులను నిశ్శబ్దం చేయడానికి, వారిపై తప్పుడు కేసులు బనాయించి, న్యాయవ్యవస్థను ఒక ఆయుధంగా ఉపయోగించడం",1,0,0,0,0,1
"రాజకీయ నియామకాలలో ప్రతిభకు బదులుగా, కులం, మతం, బంధుత్వానికే ఎక్కువ ప్రాధాన్యత ఇవ్వడం, వ్యవస్థను బలహీనపరుస్తుంది",0,0,0,0,1,1
"పాఠశాలల్లో ఎల్‌జీబీటీక్యూ+ విద్యార్థులు తమ గుర్తింపు కారణంగా తోటివారి నుండి తీవ్రమైన వేధింపులను, మానసిక హింసను ఎదుర్కొంటున్నారు",1,1,0,0,0,0
ఈ జంతువుల సంరక్షణకు ప్రత్యేకమైన చట్టాలు రూపొందించబడ్డాయి,1,0,0,0,1,1
"మత పెద్దలు తమ ప్రసంగాలలో ఇతర మతాల పట్ల ద్వేషాన్ని నూరిపోస్తూ, సమాజంలో విభజనను సృష్టిస్తున్నారు",1,1,0,0,0,0
"మతపరమైన ప్రదేశాలలోకి కొన్ని వర్గాల ప్రజలను అనుమతించకపోవడం, సమాజంలో విభజనను, అసమానతలను పెంచుతుంది",1,0,0,0,1,0
"ప్రభుత్వాలు, ప్రైవేట్ రంగానికి మధ్య ఉండే 'రివాల్వింగ్ డోర్' విధానం, పాలనలో పక్షపాతానికి, కార్పొరేట్ ప్రయోజనాలకు పెద్దపీట వేయడానికి దారితీస్తుంది",0,1,0,0,0,0
"రాజకీయ నాయకులు తమ అధికారాన్ని దుర్వినియోగం చేస్తూ, ప్రభుత్వ వనరులను తమ సొంత ప్రయోజనాలకు వాడుకుంటారు",1,0,0,0,0,0
మహిళలకు సమాన వేతనం ఇవ్వని సంస్థలు చట్టానికి కట్టుబడి ఉండాలి.,0,0,0,0,1,0
"ప్రభుత్వాలు తమ విధానాల వల్ల కలిగే నష్టాలను దాచిపెట్టి, కేవలం విజయాలను మాత్రమే ప్రచారం చేస్తూ ప్రజలను మోసం చేస్తున్నాయి",1,0,0,0,0,1
పాకిస్తాన్‌లో ఆసియా బీబీపై విధించిన దూషణ కేసు అంతర్జాతీయ మానవ హక్కుల చర్చలకు దారితీసింది,0,0,0,0,1,1
"సూర్యుడు ఉదయిస్తాడు, గులాబీ పువ్వులు వికసిస్తాయి.\n\nజాతీయవాదం గెలుస్తుంది, కుటుంబవాదం ఓడిపోతుంది.",1,1,0,0,0,0
"ఒకే పని చేస్తున్నప్పటికీ, ప్రపంచవ్యాప్తంగా మహిళలకు పురుషుల కంటే తక్కువ జీతం లభించడం అనేది ఒక వ్యవస్థీకృత, చట్టబద్ధమైన దోపిడీ",1,0,0,0,1,1
గ్లోబల్ మార్కెట్లలో మరియు భారతదేశంలో మహిళలు మరియు మైనారిటీలను ఉద్యోగాల్లో సమానంగా ప్రాధాన్యం ఇవ్వడం లేదు,1,0,0,0,0,0
"పంది మాంసం తినేవారిని అవమానించేలా మాట్లాడుతున్నారని చెబుతున్నారు. అయితే, ఉర్దూ ప్రజల జీవితాలను లాభాపేక్షతో ఉపయోగించుకునే వారి గురించి వారికి తెలుసని చెబుతున్నారు. పంది మాంసం తినేవారు, మద్యం సేవించే వారితో వ్యవహరించడం మానేసి, నిస్సహాయుల హక్కులను",1,0,0,0,0,0
"ఫిలిప్పీన్స్, భారతదేశం వంటి దేశాలలో, ఎన్నికల సమయంలో డీప్‌ఫేక్ వీడియోలను ఉపయోగించి రాజకీయ ప్రత్యర్థులపై దుష్ప్రచారం చేస్తున్నారు",1,0,0,0,0,1
జాతి వివక్ష + ప్రత్యేక హక్కులు + ముఠా పాలన + నేర పాలన + కుటుంబ పాలన + హిందువు వ్యతిరేకత = సమాజం,1,0,0,0,0,0
"వృద్ధులను పనికిరాని వారిగా చూస్తూ, ఉద్యోగ అవకాశాలలో వారిని నిర్లక్ష్యం చేయడం వయోవివక్ష  యొక్క వికృత రూపం",1,1,0,0,1,1
"ఒక నిర్దిష్ట జాతికి చెందిన వ్యక్తి నేరం చేస్తే, ఆ జాతి మొత్తాన్ని నేరస్థులుగా చిత్రీకరించే మీడియా అత్యంత ప్రమాదకరం",1,1,0,0,0,0
ప్రపంచ రాజకీయాలు దేశాల మధ్య శాంతి మరియు సామరస్యాన్ని ప్రభావితం చేస్తాయి,0,0,0,0,0,1
ఆ బజార్ లోని దుకాణాలలో అరుదైన విదేశీ వస్తువులు కూడా లభిస్తాయి,1,0,0,0,0,1
"భారతదేశంలోని న్యాయమూర్తుల నియామకాలకు సంబంధించిన కొలీజియం వ్యవస్థ, పారదర్శకత లోపించిందని, బంధుప్రీతికి ఆస్కారం ఇస్తోందని తీవ్రమైన విమర్శలు ఉన్నాయి",0,0,1,1,1,0
"పేదరికం కారణంగా, చాలామంది పిల్లలు చదువును మధ్యలోనే ఆపేసి, కుటుంబ పోషణ కోసం ప్రమాదకరమైన పనులకు వెళ్తున్నారు",0,1,0,0,1,0
"మెక్సికన్ వంటకాలైన టాకోస్ మరియు బुर్రిటోలు, అమెరికన్ ఫాస్ట్ ఫుడ్ సంస్కృతిలో భాగంగా మారిపోయాయి",0,0,0,0,0,0
ఆర్థిక వ్యవస్థ సృష్టించే అసమానతలు #సమాజం.,0,0,0,0,1,1
"పేదరికం, నిరక్షరాస్యత కారణంగా, చాలామంది తమ ఓటు హక్కును డబ్బు కోసం, మద్యం కోసం అమ్ముకుంటూ, తమ భవిష్యత్తును నాశనం చేసుకుంటున్నారు",1,0,0,0,0,1
వాగ్దానాలు నిజం కావు మహిళల భద్రతకు పట్టించుకోవడం లేదు.,0,0,0,0,0,0
ఇస్రో ఇటీవల ప్రయోగించిన ఉపగ్రహం వాతావరణ మార్పులను అధ్యయనం చేయడానికి ఉపయోగపడుతుంది,0,1,0,0,1,0
నేటి సమాజంలో ప్రజాస్వామ్య విలువలను కాపాడే బాధ్యత ప్రతి ఒక్కరిదీ అవినీతి పెరుగుతూ ప్రజల విశ్వాసం కోల్పోతోంది #ప్రభుత్వం.,1,0,0,1,1,0
ముదురు చర్మపు రంగు ఉన్నవారిని తక్కువ చేసి మాట్లాడటం  వారి ఆత్మవిశ్వాసంపై తీవ్రమైన దెబ్బ కొడుతుంది,0,1,0,0,0,1
ఉద్యోగ అవకాశాలు తగ్గిపోతున్నాయి అవినీతి పెరిగింది.,0,0,0,0,0,1
"లింగమార్పిడి చేసుకున్న వ్యక్తులు తమ గుర్తింపుకు తగిన గౌరవాన్ని, సామాజిక అంగీకారాన్ని పొందలేకపోతున్నారు",1,0,0,0,0,1
"దీర్ఘకాలిక వ్యాధులు, మానసిక ఆరోగ్య సమస్యలు వంటి కనిపించని వైకల్యాలున్న వారిని, సమాజం సోమరిపోతులుగా, అసమర్థులుగా తప్పుగా అంచనా వేస్తుంది",0,0,0,1,0,1
"చైనా ప్రభుత్వం జిన్‌జియాంగ్‌లోని ఉయ్ఘర్ ముస్లిం జనాభాపై భారీ నిఘా, బలవంతపు పునశ్శిక్షణా శిబిరాల ద్వారా సాంస్కృతిక మారణహోమానికి పాల్పడుతోందని ఆరోపణలు ఉన్నాయి",0,1,0,1,0,0
"భారతదేశ సుప్రీంకోర్టులో 70,000కు పైగా కేసులు పెండింగ్‌లో ఉండటం వల్ల, రైతులు, సామాన్యులు ఏళ్ల తరబడి న్యాయం కోసం వేచి చూడాల్సి వస్తోంది",0,1,0,0,0,1
రాజకీయాల్లో మహిళల ప్రాతినిధ్యం పెరగడం సమాజానికి చాలా ముఖ్యమని నిపుణులు అభిప్రాయపడ్డారు,0,1,0,0,1,1
ముఖ్య సమస్యలను మర్చిపోతున్నారు వాగ్దానాలు నిజం కావు #న్యాయం.,0,0,0,0,0,0
ఈ మందులు తలనొప్పిని తగ్గించడంలో ప్రభావవంతంగా పనిచేస్తాయని వైద్య పరిశోధనలలో రుజువైంది,0,0,1,1,1,0
"సోషల్ మీడియాలో రాజకీయ ప్రత్యర్థులపై తప్పుడు సమాచారంతో కూడిన ప్రచారాలు చేయడం, ప్రజాస్వామ్య చర్చను కలుషితం చేస్తోంది",0,1,0,0,0,0
సంపద ఒక చెల్లాయ మాత్రమే ప్రభుత్వ కార్యక్రమాలు అపారదర్శకంగా ఉన్నాయి #సమాజం.,0,0,0,0,0,0
పర్యావరణాన్ని పక్కన వేస్తున్నారు ప్రజల సమస్యలను పట్టించుకోరు.,0,0,1,0,0,0
"వైద్య పరిశోధనలలో, క్లినికల్ ట్రయల్స్‌లో జాతి మైనారిటీల ప్రాతినిధ్యం తక్కువగా ఉండటం వల్ల, ఔషధాల ప్రభావంపై సరైన డేటా ఉండటం లేదు",1,0,0,0,1,1
ప్రజల దృష్టిలో నాయకులు ప్రజల సమస్యలను పట్టించుకోవడం లేదు #ప్రజాస్వామ్యం.,0,0,0,0,0,1
"ద్రాక్ష పండ్ల నుండి వైన్ తయారు చేస్తారు, ఇది ప్రపంచవ్యాప్తంగా ఒక ముఖ్యమైన వాణిజ్య ఉత్పత్తి",0,0,0,0,0,0
పన్ను చెల్లిస్తున్నవారు మరియు యూదులు,1,0,1,0,0,0
"వలస వచ్చిన మహిళా కార్మికులకు కనీస పని గంటలు, భద్రతా ప్రమాణాలు లేకుండా యజమానులు వారిని దోపిడీ చేస్తున్నారు",1,1,0,0,0,0
ఈరోజుల్లో సమాజంలో విభజనలు పెరుగుతున్నాయి.,0,0,0,0,0,0
శీతాకాలంలో లభించే సీతాఫలం పండులో విటమిన్లు మరియు ఖనిజాలు పుష్కలంగా ఉంటాయని పోషకాహార నిపుణులు చెబుతారు,0,0,0,0,0,0
"అమెరికా, భారతదేశం, బ్రెజిల్ మరియు జపాన్‌లో హోమ్‌లెస్ వ్యక్తులు సామాజిక అవమానం మరియు మౌలిక సౌకర్యాల లేమీని ఎదుర్కొంటున్నారు",0,0,0,0,0,1
"కార్యాలయంలో ఒక మహిళ ఉన్నత పదవికి వస్తే, ఆమె ప్రతిభ వల్ల కాకుండా ఇతర మార్గాల ద్వారా వచ్చిందని పురుష సహోద్యోగులు గుసగుసలాడుకోవడం సాధారణమైంది",1,1,0,0,0,1
"ఈ రోజు ఉదయం వాతావరణం చాలా ఆహ్లాదకరంగా ఉండి, చల్లని గాలి మరియు కొద్దిపాటి మేఘాలతో నిండి ఉంది",1,1,0,0,0,0
"చారిత్రక బానిసత్వంలో తమ పూర్వీకుల పాత్ర గురించి, కొన్ని శ్వేతజాతీయ సమాజాలలో చర్చించడానికి ఇష్టపడకపోవడం, ఒకరకమైన సామూహిక విస్మృతి",1,1,0,0,0,0
"వార్తాపత్రికలలో వచ్చే రాజకీయ కార్టూన్లు, క్లిష్టమైన రాజకీయ సమస్యలను కూడా హాస్యభరితంగా మరియు సులభంగా ప్రజలకు అర్థమయ్యేలా చేస్తాయి",0,0,0,0,0,0
"ఈ ప్రాజెక్టును పూర్తి చేయడానికి, ప్రభుత్వం అదనపు నిధులు కేటాయించాలని కోరారు",0,0,0,1,1,0
ఈ రోజు వాతావరణం చాలా ఆహ్లాదకరంగా ఉంది మరియు చల్లటి గాలి వీస్తోంది,0,0,1,1,1,0
వివిధ దేశాల సంస్కృతుల గురించి తెలుసుకోవడం ద్వారా ఒకరికొకరు బాగా అర్థం చేసుకోవడానికి వీలవుతుంది,1,0,0,0,0,1
ప్రభుత్వ పథకాల అమలులో పారదర్శకతను పెంచడం ద్వారా ప్రజల విశ్వాసాన్ని మరింతగా పెంపొందించాలని సూచించారు,0,0,1,1,1,0
"కేవలం కులం కారణంగానే ఎంతోమంది ప్రతిభావంతులకు విద్య, ఉద్యోగ అవకాశాలు నిరాకరించబడుతున్నాయనేది ఒక కఠోర వాస్తవం",0,0,0,0,1,1
"విదేశీయులు తమ దేశంలో స్థిరపడకుండా నిరుత్సాహపరిచేందుకు, ప్రభుత్వాలు కఠినమైన, వివక్షాపూరిత వలస చట్టాలను అమలు చేస్తున్నాయి",0,1,0,1,0,1
"భారతదేశం, ఆఫ్రికాలోని పేద ప్రజలను లక్ష్యంగా చేసుకున్న తాలా, బ్రాంచ్ వంటి మైక్రోలోన్ యాప్‌లు, వారిని అధిక వడ్డీలతో రుణాల ఊబిలోకి నెడుతున్నాయి",0,1,0,0,0,1
బదులుగా నిరసన చేపట్టిన వారి పట్ల చర్యలు తీస్తున్నారు #సమాజం.,0,0,0,0,0,0
ప్రజాస్వామ్య విలువలు దెబ్బతినేస్తున్నాయి #బాధ.,0,0,0,0,0,0
"పర్యావరణాన్ని నాశనం చేసే ఫ్యాక్టరీలను, విషపూరిత వ్యర్థాల కేంద్రాలను ఉద్దేశపూర్వకంగా మైనారిటీలు నివసించే ప్రాంతాలలోనే ఏర్పాటు చేయడం 'ఎన్విరాన్‌మెంటల్ రేసిజం'",1,0,0,0,0,1
రెక్కలు తొడిగిన భావాలకు కులం అక్కరలేదు కలం చాలు,0,0,0,0,0,0
ప్రభుత్వ విధానాల వల్ల పారదర్శకత లోపించడం బాధాకరం ప్రభుత్వ నిధుల దుర్వినియోగం ఆందోళన కలిగిస్తోంది.,0,0,0,0,0,0
"మత పెద్దలు శాస్త్ర సాంకేతిక పురోగతిని వ్యతిరేకిస్తూ, తమ అనుచరులను మూఢనమ్మకాల చీకటిలో ఉంచడానికి ప్రయత్నిస్తున్నారు",1,0,0,0,0,1
మహిళల జీవితంలో సామాజిక న్యాయం కేవలం కాగితాలపైనే ఉంది న్యాయవ్యవస్థపై ప్రజల నమ్మకం దెబ్బతింటోంది #ప్రజాస్వామ్యం.,0,0,0,0,0,0
"ఈ అజ్ఞేయ వ్యక్తి ఏ మతంలోనూ విశ్వాసం కలిగి ఉండడు, ఒకవేళ విశ్వాసం కలిగి ఉంటే, ఖురాన్‌ను విస్మరించే ధైర్యం కలిగి ఉండడు. ఖురాన్ ప్రకారం, దేవుని భూమిపై దేవుని మతాన్ని స్థాపించడం ప్రతి విశ్వాసుల బాధ్యత.",1,1,0,0,0,1
"హిజాబ్ లేదా టర్బన్ ధరించిన వారిని అనుమానంగా చూడటం, వారి మత విశ్వాసాలను, వ్యక్తిగత గుర్తింపును అవమానించడమే",1,0,0,0,1,0
"ప్రతి మతం ప్రేమను, శాంతిని బోధిస్తుంది, కానీ కొందరు మూర్ఖులు తమ మతమే గొప్పదని ఇతర మతాలను కించపరచడం బాధాకరం",0,1,0,0,0,1
సమస్యలకు పరిష్కారం లేదు మౌలిక సదుపాయాలు లేకపోతున్నాయి #పర్యావరణం.,0,0,0,0,0,0
ప్రపంచ రాజకీయాలలో దేశాల మధ్య స్నేహ సంబంధాలు పెరగడానికి చర్చలు జరుగుతున్నాయి,0,1,1,1,1,0
"చరిత్రను ఎలా బోధించాలనే దానిపై జరిగే 'కల్చర్ వార్స్', ముఖ్యంగా 'క్రిటికల్ రేస్ థియరీ' వంటి అంశాలపై, విద్యావ్యవస్థను ఒక రాజకీయ యుద్ధభూమిగా మారుస్తున్నాయి",0,0,0,1,1,0
